playlist_name,playlist_id,pos,artist_name,track_name,album_name,duration_ms,track_uri,popularity,energy,danceability,liveness,valence,track_genre
road trippin,12452,10,Eminem,The Real Slim Shady,The Marshall Mathers LP,284200,spotify:track:3yfqSUWxFvZELEM4PmlwIR,87.0,0.661,0.949,0.0454,0.76,hip-hop
road trippin,12452,20,Bring Me The Horizon,Chelsea Smile,Suicide Season Cut Up!,302560,spotify:track:0IebF3yDXM6KJX1xhMkdoe,52.0,0.891,0.407,0.328,0.22,metalcore
road trippin,12452,26,Bring Me The Horizon,Sleepwalking,2004 - 2013,230090,spotify:track:0AvZoW6Jk97t79EPRvfV0P,70.0,0.959,0.4,0.231,0.339,metal
road trippin,12452,28,Bring Me The Horizon,Shadow Moses,Sempiternal (Deluxe),243320,spotify:track:68osIGtVjM7QWVe6pazLHj,68.0,0.985,0.456,0.103,0.183,metal
road trippin,12452,29,Bring Me The Horizon,Happy Song,That's The Spirit,239293,spotify:track:4Smc57rqnTjKvz56WJaunv,67.0,0.924,0.295,0.377,0.219,metal
road trippin,12452,30,Rage Against The Machine,Killing In The Name,Rage Against The Machine - XX (20th Anniversary Special Edition),313573,spotify:track:59WN2psjkt1tyaxjspN8fp,80.0,0.833,0.466,0.0327,0.661,alt-rock
road trippin,12452,34,Lenny Kravitz,Are You Gonna Go My Way,Are You Gonna Go My Way,211933,spotify:track:45Ia1U4KtIjAPPU7Wv1Sea,1.0,0.826,0.611,0.33,0.719,rock
road trippin,12452,35,The Cure,Friday I'm In Love,Wish,215160,spotify:track:4QlzkaRHtU8gAdwqjWmO8n,1.0,0.946,0.552,0.368,0.458,punk-rock
road trippin,12452,36,Nirvana,Come As You Are,Nevermind,218920,spotify:track:4P5KoWXOxwuobLmHXLMobV,79.0,0.824,0.5,0.0916,0.539,alt-rock
road trippin,12452,37,Butthole Surfers,Pepper,Electriclarryland,297266,spotify:track:1ng36571Iyov4HBxUClySn,64.0,0.804,0.631,0.16,0.671,psych-rock
road trippin,12452,38,blink-182,Dammit,Dude Ranch,165373,spotify:track:6WkSUgo1VdpzgtiXKlFPcY,68.0,0.974,0.429,0.164,0.33,punk-rock
road trippin,12452,39,Green Day,Welcome to Paradise,Dookie,224133,spotify:track:5kr3j5Clb9rjEposoMyLVt,69.0,0.96,0.37,0.0563,0.717,punk
road trippin,12452,45,blink-182,Anthem Part Two,Take Off Your Pants And Jacket,227200,spotify:track:24CRDgNOgA72JLL7PHFjgB,68.0,0.932,0.552,0.119,0.518,punk-rock
road trippin,12452,52,Sum 41,Still Waiting,Does This Look Infected?,158733,spotify:track:0jqK7sGTLsHPkQrrcrGuKD,71.0,0.95,0.431,0.272,0.56,punk
road trippin,12452,53,My Chemical Romance,I'm Not Okay (I Promise),Three Cheers For Sweet Revenge,186480,spotify:track:7lRlq939cDG4SzWOF4VAnd,77.0,0.94,0.21,0.269,0.255,emo
road trippin,12452,54,Rise Against,Savior,Appeal To Reason,242280,spotify:track:3asFGFY3uLjMDmML1p0tYm,75.0,0.932,0.554,0.425,0.478,hardcore
road trippin,12452,55,Sum 41,In Too Deep,"All Killer, No Filler",207093,spotify:track:68pN2UQYhwQgPy7VrCFKuV,76.0,0.844,0.568,0.0607,0.766,punk
road trippin,12452,56,The Offspring,The Kids Aren't Alright,Americana,180160,spotify:track:01a0J96fRD91VnjQQUCqMK,81.0,0.943,0.523,0.0579,0.766,alt-rock
road trippin,12452,57,Sum 41,Fat Lip,"All Killer, No Filler",178266,spotify:track:4dzOxPZFYX77xpMwv4EhnO,74.0,0.914,0.402,0.065,0.626,punk
road trippin,12452,58,Fountains Of Wayne,Stacy's Mom,Welcome Interstate Managers,197986,spotify:track:27L8sESb3KR79asDUBu8nW,76.0,0.75,0.774,0.0808,0.927,alt-rock
road trippin,12452,59,Bowling For Soup,1985,A Hangover You Don't Deserve,193000,spotify:track:5oQcOu1omDykbIPSdSQQNJ,71.0,0.887,0.606,0.337,0.903,punk-rock
road trippin,12452,60,AFI,Miss Murder,DECEMBERUNDERGROUND,206586,spotify:track:0Ti2dlF2xLjXblvdU5fCxM,72.0,0.873,0.308,0.0974,0.686,emo
road trippin,12452,63,My Chemical Romance,Dead!,The Black Parade,195520,spotify:track:0uukw2CgEIApv4IWAjXrBC,70.0,0.973,0.481,0.325,0.362,emo
road trippin,12452,65,My Chemical Romance,Teenagers,The Black Parade,161920,spotify:track:7j31rVgGX9Q2blT92VBEA0,2.0,0.858,0.459,0.184,0.855,emo
road trippin,12452,67,Amy Winehouse,Back To Black,Back To Black,240440,spotify:track:2s4BsyV3KhhrtsdtNfzoqb,81.0,0.422,0.403,0.0861,0.378,british
road trippin,12452,70,a-ha,Take On Me,Hunting High And Low,225280,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,0.0,0.931,0.524,0.0588,0.811,synth-pop
road trippin,12452,71,Dexys Midnight Runners,Come On Eileen,Too Rye Ay,287306,spotify:track:0EMmVUYs9ZZRHtlADB88uz,2.0,0.769,0.45,0.306,0.604,ska
road trippin,12452,72,Smash Mouth,All Star,Astro Lounge,200373,spotify:track:3cfOd4CMv2snFaKAnMdnvK,0.0,0.867,0.731,0.0861,0.776,alt-rock
road trippin,12452,77,Weezer,Buddy Holly,Weezer,159586,spotify:track:7GptbanebPZYkLPvjNfd6m,0.0,0.921,0.555,0.117,0.775,alt-rock
road trippin,12452,79,All Time Low,"Dear Maria, Count Me In","So Wrong, It's Right",182826,spotify:track:0J69x3mqm7U6tBPKsjpsWR,77.0,0.895,0.459,0.206,0.572,punk-rock
road trippin,12452,85,The Buggles,Video Killed The Radio Star,The Age Of Plastic,253733,spotify:track:7o7E1nrHWncYY7PY94gCiX,72.0,0.678,0.68,0.204,0.251,synth-pop
road trippin,12452,86,The Pointer Sisters,I'm So Excited,So Excited! (Expanded Edition),230640,spotify:track:1ot6jEe4w4hYnsOPjd3xKQ,72.0,0.868,0.59,0.442,0.798,disco
road trippin,12452,88,Creedence Clearwater Revival,Fortunate Son,Willy And The Poor Boys,140773,spotify:track:4BP3uh0hFLFRb5cjsgLqDh,0.0,0.663,0.64,0.152,0.665,country
road trippin,12452,94,Eddie Money,Take Me Home Tonight,Can'T Hold Back,211160,spotify:track:7b4yGtR0rujvLi5EBfKKJ2,70.0,0.768,0.608,0.0942,0.748,hard-rock
road trippin,12452,96,The Clash,Should I Stay or Should I Go - Remastered,Combat Rock,188986,spotify:track:39shmbIHICJ2Wxnk1fPSdz,80.0,0.836,0.743,0.384,0.82,punk-rock
road trippin,12452,100,Don Henley,The Boys Of Summer,Building The Perfect Beast,288733,spotify:track:4gvea7UlDkAvsJBPZAd4oB,1.0,0.775,0.516,0.21,0.858,country
road trippin,12452,104,The Temptations,My Girl,The Temptations Sing Smokey,165000,spotify:track:6RrXd9Hph4hYR4bf3dbM6H,79.0,0.418,0.572,0.0961,0.694,funk
road trippin,12452,106,Roy Orbison,"Oh, Pretty Woman","Oh, Pretty Woman",178933,spotify:track:48i055G1OT5KxGGftwFxWy,73.0,0.603,0.619,0.0721,0.958,r-n-b
road trippin,12452,108,Ray Charles,Hit the Road Jack,Georgia On My Mind,118266,spotify:track:49fzPkBb3aOUWYRKaTWVhm,70.0,0.571,0.598,0.513,0.962,blues
road trippin,12452,109,Elvis Presley,Jailhouse Rock,Elvis' Golden Records,146480,spotify:track:4gphxUgq0JSFv2BCLhNDiE,72.0,0.537,0.623,0.0963,0.905,rock-n-roll
road trippin,12452,116,Dion,Runaround Sue,Runaround Sue,171600,spotify:track:1DndHckdH9m5rp6gYP086b,67.0,0.607,0.364,0.251,0.598,rock-n-roll
road trippin,12452,117,The Del-Vikings,Come Go With Me,Come Go With Me: The Best Of The Del-Vikings,162293,spotify:track:4Ul2q7TUVGkHIFyMABAgk6,61.0,0.534,0.566,0.0883,0.582,rockabilly
road trippin,12452,118,The Knack,My Sharona,Get The Knack,295400,spotify:track:1HOMkjp0nHMaTnfAkslCQj,75.0,0.7,0.586,0.0318,0.897,power-pop
road trippin,12452,119,Billy Idol,White Wedding - Pt. 1,Billy Idol,252200,spotify:track:1gzIbdFnGJ226LTl0Cn2SX,71.0,0.814,0.673,0.343,0.728,hard-rock
road trippin,12452,121,The Clash,London Calling - Remastered,London Calling,200480,spotify:track:5jzma6gCzYtKB1DbEwFZKH,72.0,0.801,0.651,0.0825,0.776,punk-rock
road trippin,12452,122,Sex Pistols,Anarchy In The UK,"Never Mind The Bollocks, Heres The Sex Pistols",212480,spotify:track:5moTxUGPZXgGmosl4rIELm,62.0,0.949,0.359,0.236,0.212,punk-rock
La Oreja de Van Gogh ,12454,10,La Oreja de Van Gogh,La Playa,El Viaje de Copperpot,247693,spotify:track:2DNyZP4Py6f4zMASLBnIu6,74.0,0.552,0.589,0.106,0.311,spanish
Hi,12455,67,Dire Straits,Sultans Of Swing,Dire Straits,348624,spotify:track:3LTMnFa0hhwisyq6ILahyj,81.0,0.794,0.733,0.33,0.931,rock
Cruise,12456,3,10cc,I'm Not In Love,The Original Soundtrack,366640,spotify:track:6cuKJ1bFFy4OjfkCI9YBqc,71.0,0.523,0.404,0.282,0.164,blues
Cruise,12456,4,The Jackson 5,I Want You Back,Diana Ross Presents The Jackson 5,176333,spotify:track:3b0EOvScbZUc0qJx0E1L2z,77.0,0.538,0.469,0.37,0.886,soul
Cruise,12456,14,Elvin Bishop,Fooled Around And Fell In Love,Struttin' My Stuff,276000,spotify:track:2hE5Lm5XOHR4t3xlhIFauP,57.0,0.585,0.634,0.0953,0.61,blues
Cruise,12456,17,Empire of the Sun,Walking On A Dream,Walking On A Dream,198440,spotify:track:3iVAyrTlbWGBq0laeQ18z2,79.0,0.701,0.871,0.0589,0.716,alt-rock
Cruise,12456,18,Raspberries,Go All The Way,Raspberries,205346,spotify:track:75GQIYnRaBg7ndHxhfYuQy,62.0,0.849,0.305,0.0995,0.555,j-rock
Cruise,12456,20,Steppenwolf,Magic Carpet Ride,The Second,271573,spotify:track:4c4jJJoaiY21t2TyRZgdWS,69.0,0.651,0.64,0.0341,0.801,psych-rock
Wedding Playlist,12457,27,Michael Jackson,Rock with You - Single Version,Off the Wall,220626,spotify:track:7oOOI85fVQvVnK5ynNMdW7,75.0,0.535,0.808,0.158,0.848,soul
Wedding Playlist,12457,38,Jimmy Eat World,Hear You Me,Bleed American,284373,spotify:track:0fQlm2MUzqGDBPkuqq4U1Y,64.0,0.517,0.465,0.209,0.137,emo
Wedding Playlist,12457,46,Bon Iver,Holocene,Bon Iver,336613,spotify:track:1XQnZTR0ER8y5fGO17uX1R,66.0,0.304,0.374,0.126,0.147,folk
Wedding Playlist,12457,55,Journey,Don't Stop Believin',Escape,250986,spotify:track:4bHsxqR3GMrXTxEPLuK5ue,83.0,0.748,0.5,0.447,0.514,hard-rock
Wedding Playlist,12457,58,M83,Midnight City,"Hurry Up, We're Dreaming",241440,spotify:track:1eyzqe2QqGZUmfcPZtrIyt,76.0,0.729,0.507,0.0658,0.272,french
Wedding Playlist,12457,62,Robyn,Dancing On My Own,Body Talk Pt. 1,288670,spotify:track:1Co1RNm1i1RL9v1VeShNO3,64.0,0.857,0.674,0.0942,0.278,swedish
Jams ,12458,1,Dave Matthews Band,Crash into Me,Crash,316466,spotify:track:1HL3yEnYq8LEyFQ3QegA5V,55.0,0.677,0.541,0.0938,0.555,j-rock
Jams ,12458,8,Counting Crows,Mr. Jones,August And Everything After,272506,spotify:track:5DiXcVovI0FcY2s0icWWUu,0.0,0.836,0.571,0.182,0.73,alt-rock
Jams ,12458,9,Creedence Clearwater Revival,Bad Moon Rising,Green River,141600,spotify:track:6NxsCnLeLd8Ai1TrgGxzIx,1.0,0.769,0.508,0.063,0.939,country
Jams ,12458,21,Neil Diamond,Sweet Caroline,Sweet Caroline,203573,spotify:track:3zByVQLvdXUaDTubfWkpCk,78.0,0.127,0.529,0.237,0.578,folk
Jams ,12458,22,Tom Petty,Free Fallin',Full Moon Fever,256000,spotify:track:5tVA6TkbaAH9QMITTQRrNv,0.0,0.504,0.619,0.06,0.568,folk
Jams ,12458,23,Tom Petty,I Won't Back Down,Full Moon Fever,178360,spotify:track:7gSQv1OHpkIoAdUiRLdmI6,1.0,0.63,0.765,0.223,0.963,rock
Jams ,12458,28,Elton John,Bennie And The Jets - Remastered 2014,Goodbye Yellow Brick Road,322548,spotify:track:5Wj1rJnCLpMHdLaxsFtJLs,74.0,0.673,0.665,0.497,0.779,piano
Jams ,12458,29,Blue Öyster Cult,(Don't Fear) The Reaper,Agents Of Fortune,308120,spotify:track:5QTxFnGygVM4jFQiBovmRo,76.0,0.927,0.333,0.297,0.385,blues
Jams ,12458,31,Steve Miller Band,Take The Money And Run,Fly Like An Eagle,170173,spotify:track:1ZhrREyOOeFV6TxDOyiPwu,68.0,0.645,0.565,0.151,0.836,psych-rock
Jams ,12458,32,Steve Miller Band,Rock'n Me,Fly Like An Eagle,187066,spotify:track:1orVKbp6vqtfAPOmvRofVq,67.0,0.582,0.695,0.123,0.892,psych-rock
Jams ,12458,36,Elton John,Tiny Dancer,Madman Across The Water,377093,spotify:track:4BGJSbB5rAcg4pNzD4gfxU,78.0,0.428,0.414,0.148,0.282,piano
Jams ,12458,38,Eddie Money,Take Me Home Tonight,Can'T Hold Back,211160,spotify:track:7b4yGtR0rujvLi5EBfKKJ2,70.0,0.768,0.608,0.0942,0.748,hard-rock
Jams ,12458,39,Billy Joel,Piano Man,Piano Man,336200,spotify:track:78WVLOP9pN0G3gRLFy1rAa,77.0,0.55,0.331,0.192,0.429,folk
Jams ,12458,41,Lynyrd Skynyrd,Free Bird,Pronounced' Leh-'Nerd 'Skin-'Nerd,547106,spotify:track:5EWPGh7jbTNO2wakv8LjUI,77.0,0.834,0.249,0.0924,0.338,blues
Jams ,12458,53,Blue Öyster Cult,Burnin' for You,Fire of Unknown Origin,271000,spotify:track:3fkPMWQ6cBNBLuFcPyMS8s,67.0,0.728,0.532,0.0849,0.69,blues
Jams ,12458,56,Steppenwolf,Magic Carpet Ride,The Second,271573,spotify:track:4c4jJJoaiY21t2TyRZgdWS,69.0,0.651,0.64,0.0341,0.801,psych-rock
Jams ,12458,59,The Cars,Just What I Needed,The Cars,225626,spotify:track:4alHo6RGd0D3OUbTPExTHN,0.0,0.627,0.64,0.0764,0.793,hard-rock
Jams ,12458,61,Don McLean,American Pie,American Pie,516893,spotify:track:1fDsrQ23eTAVFElUMaf38X,0.0,0.563,0.461,0.302,0.477,folk
Jams ,12458,62,Steely Dan,Reelin' In The Years,Can't Buy A Thrill,277266,spotify:track:1I7zHEdDx8Ny5RxzYPqsU2,0.0,0.758,0.52,0.109,0.706,country
Jams ,12458,79,The Rolling Stones,Tumbling Dice,Exile On Main Street,226333,spotify:track:4hq0S6wznq7SHDyMOFXL9i,64.0,0.91,0.615,0.281,0.77,british
Jams ,12458,80,The Rolling Stones,Gimme Shelter,Let It Bleed,270773,spotify:track:1dv3ePjze9tPq2pk8eWJdR,0.0,0.63,0.634,0.169,0.489,british
Jams ,12458,88,Tom Petty and the Heartbreakers,American Girl,Tom Petty & The Heartbreakers,214733,spotify:track:7MRyJPksH3G2cXHN8UKYzP,0.0,0.823,0.552,0.366,0.775,folk
Jams ,12458,93,Steve Miller Band,Fly Like An Eagle,Fly Like An Eagle,282693,spotify:track:3e0FzZjTXOUtiJGSClOBrI,67.0,0.754,0.561,0.328,0.642,psych-rock
Jams ,12458,103,The Doobie Brothers,Long Train Runnin',The Captain And Me,207266,spotify:track:4nXkbcTj3nyww1cHkw5RAP,72.0,0.912,0.575,0.0562,0.843,blues
Jams ,12458,104,Creedence Clearwater Revival,Fortunate Son,Willy And The Poor Boys,140773,spotify:track:4BP3uh0hFLFRb5cjsgLqDh,0.0,0.663,0.64,0.152,0.665,country
Jams ,12458,107,Joe Cocker,Feelin' Alright,With A Little Help From My Friends,250840,spotify:track:3LQuPOvQvNVQaE0YzoiymV,0.0,0.796,0.48,0.37,0.906,blues
Jams ,12458,109,Steve Miller Band,The Joker,The Joker,264503,spotify:track:1bp2IO61zbQrbWNmKKxg3f,0.0,0.448,0.596,0.207,0.796,blues
Jams ,12458,112,blink-182,What's My Age Again?,Blink 182 (Sound and Vision Q4 2007),148506,spotify:track:5wTMQjEx9LWeFwLjolPCUy,4.0,0.951,0.391,0.0878,0.468,punk-rock
Jams ,12458,118,Santana,Black Magic Woman,Santana's Greatest Hits,197000,spotify:track:4YMQXzscifAREG0a7KNGhB,62.0,0.552,0.497,0.089,0.633,blues
Jams ,12458,120,Green Day,Basket Case,Dookie,181533,spotify:track:6L89mwZXSOwYl76YXfX13s,2.0,0.943,0.441,0.091,0.781,punk
Jams ,12458,124,Rod Stewart,Maggie May,Every Picture Tells A Story,350266,spotify:track:2LpirOWiA4eslLRuPpQT7V,1.0,0.719,0.594,0.124,0.494,rock
Jams ,12458,128,The Police,Roxanne - Remastered 2003,Outlandos D'Amour,191500,spotify:track:3FmAUR4SPWa3P1KyDf21Fu,2.0,0.752,0.615,0.0479,0.66,rock
Jams ,12458,130,Derek & The Dominos,Layla - 40th Anniversary Version / 2010 Remastered,Layla And Other Assorted Love Songs,423840,spotify:track:3k9i7UzeSUYWIfUZFeFDUd,1.0,0.903,0.403,0.287,0.498,blues
Jams ,12458,131,Thin Lizzy,The Boys Are Back In Town,Jailbreak,266720,spotify:track:43DeSV93pJPT4lCZaWZ6b1,0.0,0.87,0.457,0.117,0.694,blues
Jams ,12458,133,Smash Mouth,All Star,Astro Lounge,200373,spotify:track:3cfOd4CMv2snFaKAnMdnvK,0.0,0.867,0.731,0.0861,0.776,alt-rock
Jams ,12458,135,The Monkees,I'm a Believer,More Of The Monkees (Deluxe Edition),167373,spotify:track:3G7tRC24Uh09Hmp1KZ7LQ2,57.0,0.772,0.502,0.199,0.935,psych-rock
Jams ,12458,140,Billy Joel,Only the Good Die Young,The Stranger (30th Anniversary Legacy Edition),235560,spotify:track:1xOXXYh6lTW8laxlW7JP2J,68.0,0.872,0.579,0.0935,0.761,piano
Jams ,12458,148,Sublime,What I Got,Sublime,171066,spotify:track:5nkYHBWXu7KCgcdwP6jcB1,1.0,0.693,0.804,0.314,0.654,punk
Jams ,12458,150,blink-182,All The Small Things,Enema Of The State,168000,spotify:track:12qZHAeOyTf93YAWvGDTat,2.0,0.9,0.442,0.395,0.609,punk-rock
Jams ,12458,151,Weezer,Say It Ain't So,Weezer,256880,spotify:track:4YPhn26bIFm2KUkL1VLzQG,1.0,0.551,0.635,0.07,0.451,alt-rock
Jams ,12458,155,Bob Seger,Night Moves,Night Moves,324422,spotify:track:6UBjSnyP1O5W5ndJoO9vUk,72.0,0.743,0.705,0.103,0.374,hard-rock
Jams ,12458,157,The Black Crowes,She Talks To Angels,Shake Your Money Maker,329400,spotify:track:37431qrKdYaPF0idZ7o1Zr,67.0,0.521,0.584,0.22,0.317,j-rock
Jams ,12458,162,Sublime,Santeria,Sublime,182500,spotify:track:2Z2vOukzwOgqR4dkymRSWd,1.0,0.751,0.665,0.121,0.58,punk
Jams ,12458,166,Bob Seger,Old Time Rock & Roll,Stranger In Town,194146,spotify:track:5EOoMWIB9iK4ZpcSex9Ec7,74.0,0.937,0.714,0.0731,0.964,country
Jams ,12458,169,Dire Straits,Sultans Of Swing,Dire Straits,348624,spotify:track:3LTMnFa0hhwisyq6ILahyj,81.0,0.794,0.733,0.33,0.931,rock
Jams ,12458,170,Don Henley,The Boys Of Summer,Building The Perfect Beast,288733,spotify:track:4gvea7UlDkAvsJBPZAd4oB,1.0,0.775,0.516,0.21,0.858,country
Jams ,12458,172,Dion,Runaround Sue,Runaround Sue,171600,spotify:track:1DndHckdH9m5rp6gYP086b,67.0,0.607,0.364,0.251,0.598,rock-n-roll
Jams ,12458,179,Dexys Midnight Runners,Come On Eileen,Too Rye Ay,287306,spotify:track:0EMmVUYs9ZZRHtlADB88uz,2.0,0.769,0.45,0.306,0.604,ska
Jams ,12458,181,Van Morrison,Brown Eyed Girl,Blowin' Your Mind!,183306,spotify:track:3yrSvpt2l1xhsV9Em88Pul,80.0,0.583,0.491,0.406,0.908,folk
Jams ,12458,189,The Beach Boys,I Get Around (Mono),All Summer Long,134386,spotify:track:3v9xlH6BpmRbqL7hgNJhfT,66.0,0.625,0.39,0.0663,0.514,psych-rock
Jams ,12458,190,The Police,Message In A Bottle - Remastered 2003,Reggatta De Blanc,290280,spotify:track:3bN4tg6rnNPy9GCkGhym4T,3.0,0.808,0.568,0.218,0.849,rock
Jams ,12458,192,America,A Horse with No Name,America,252239,spotify:track:54eZmuggBFJbV7k248bTTt,0.0,0.507,0.653,0.155,0.831,country
Jams ,12458,193,Lynyrd Skynyrd,Sweet Home Alabama,Second Helping,281147,spotify:track:4CJVkjo5WpmUAKp3R44LNb,2.0,0.724,0.614,0.146,0.902,blues
Jams ,12458,195,Kansas,Dust in the Wind,Point Of Know Return,206266,spotify:track:6zeE5tKyr8Nu882DQhhSQI,78.0,0.322,0.475,0.11,0.387,hard-rock
Jams ,12458,197,The Beatles,Twist And Shout - Remastered 2009,Please Please Me,155226,spotify:track:4Z1fbYp0HuxLBje4MOZcSD,75.0,0.849,0.482,0.0414,0.937,british
Jams ,12458,199,Eric Clapton,Cocaine,Slowhand 35th Anniversary,221640,spotify:track:2udGjDmpK1dH9VGyw7nrei,69.0,0.502,0.699,0.317,0.676,blues
Jams ,12458,201,The Kingsmen,Louie Louie,The Best of The Kingsmen,165381,spotify:track:0iA3xXSkSCiJywKyo1UKjQ,65.0,0.709,0.623,0.0967,0.948,garage
Jams ,12458,204,Guns N' Roses,Paradise City,Appetite For Destruction,408906,spotify:track:3YBZIN3rekqsKxbJc9FZko,79.0,0.952,0.273,0.142,0.472,hard-rock
Jams ,12458,206,Jimi Hendrix,All Along the Watchtower,Electric Ladyland,240800,spotify:track:2aoo2jlRnM3A0NyLQqMN2f,77.0,0.805,0.438,0.0842,0.564,blues
Jams ,12458,207,Mountain,Mississippi Queen,Climbing!,151293,spotify:track:4vO9dmzNRqDhFY3jD1a3P7,71.0,0.624,0.581,0.0411,0.637,blues
Jams ,12458,215,Green Day,American Idiot,American Idiot,176346,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,79.0,0.988,0.38,0.368,0.769,punk
Jams ,12458,217,Red Hot Chili Peppers,Dani California,Stadium Arcadium,283000,spotify:track:10Nmj3JCNoMeBQ87uw5j8k,78.0,0.913,0.556,0.346,0.73,alt-rock
Moosic,12459,1,Halsey,New Americana,BADLANDS,183808,spotify:track:6Xs7OKt6i0Ddq8B4M5Dgvr,65.0,0.707,0.339,0.337,0.359,electro
Moosic,12459,3,blackbear,do re mi,digital druglord,212027,spotify:track:3Q3myFA7q4Op95DOpHplaY,73.0,0.593,0.745,0.123,0.17,electro
Moosic,12459,23,My Chemical Romance,Welcome to the Black Parade,The Black Parade,311106,spotify:track:5wQnmLuC1W7ATsArWACrgW,79.0,0.905,0.217,0.222,0.236,emo
Moosic,12459,30,My Chemical Romance,Cancer,The Black Parade,142973,spotify:track:0GgN4MhR5GKn5IcKN0e0rG,69.0,0.515,0.457,0.278,0.222,emo
Moosic,12459,31,The Killers,Mr. Brightside,Hot Fuss,222586,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,2.0,0.931,0.344,0.0903,0.251,alt-rock
Moosic,12459,80,Twenty One Pilots,Heathens,Heathens,195920,spotify:track:6i0V12jOa3mr6uu4WYhUBr,81.0,0.396,0.732,0.105,0.548,rock
Playlist,12460,32,The Kooks,Naive,Inside In / Inside Out,203506,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,1.0,0.818,0.564,0.0402,0.712,indie
Playlist,12460,38,Arctic Monkeys,Why'd You Only Call Me When You're High?,AM,161123,spotify:track:48q0vSHcJdhK3IiXH8C5WJ,88.0,0.631,0.691,0.104,0.8,garage
Playlist,12460,63,Sublime,"April 29, 1992 (Miami)",Sublime,233400,spotify:track:6TiUowwluPjwIusdZthgYv,40.0,0.683,0.758,0.159,0.738,punk
Wedding playlist,12461,11,Journey,Don't Stop Believin',Escape,250986,spotify:track:4bHsxqR3GMrXTxEPLuK5ue,83.0,0.748,0.5,0.447,0.514,hard-rock
Monday,12462,13,Little Dragon,Ritual Union,Ritual Union,211266,spotify:track:4tc5UgZiIdz8LAISqEk1hP,59.0,0.738,0.7,0.22,0.796,trip-hop
Monday,12462,44,The Avett Brothers,I And Love And You,I And Love And You,300840,spotify:track:7CEV9VwA8XO9wwxTXgYKvY,62.0,0.264,0.424,0.0763,0.169,bluegrass
Monday,12462,47,John Mayer,Slow Dancing in a Burning Room,Continuum,242000,spotify:track:2jdAk8ATWIL3dwT47XpRfu,74.0,0.361,0.667,0.0805,0.29,singer-songwriter
Monday,12462,74,Boyz II Men,Motownphilly,Cooleyhighharmony,235226,spotify:track:4LxIGAVfcQIw0zAQRyFhU8,1.0,0.92,0.752,0.116,0.744,r-n-b
oldies,12463,0,George Strait,Amarillo By Morning,Strait From The Heart,173466,spotify:track:4TnUKixNWMfajncgdSwFoi,70.0,0.361,0.606,0.38,0.621,country
oldies,12463,27,Trace Adkins,Honky Tonk Badonkadonk,Dangerous Man,240093,spotify:track:1VdHooAMVaGXPSty8pifv9,0.0,0.919,0.643,0.0555,0.823,country
oldies,12463,34,Blake Shelton,Austin,Blake Shelton,230333,spotify:track:2WQAknZHrJAEQOFXe0F44P,0.0,0.609,0.603,0.0982,0.275,country
oldies,12463,43,Josh Turner,Your Man,Your Man,211893,spotify:track:1WzAeadSKJhqykZFbJNmQv,73.0,0.637,0.744,0.0696,0.785,country
oldies,12463,66,Brooks & Dunn,Boot Scootin' Boogie,The Essential Brooks & Dunn,198226,spotify:track:0KMzyApR43L4JH9ZMHS1Km,71.0,0.817,0.656,0.304,0.862,country
oldies,12463,73,Chris Stapleton,Tennessee Whiskey,Traveller,293293,spotify:track:3fqwjXwUGN6vbzIwvyFMhx,81.0,0.37,0.392,0.0821,0.512,country
oldies,12463,75,John Denver,"Take Me Home, Country Roads","The John Denver Collection, Vol. 1: Take Me Home Country Roads",197813,spotify:track:2xYlyywNgefLCRDG8hlxZq,73.0,0.395,0.462,0.121,0.625,country
90s,12464,5,Big Pun,Still Not a Player (Remix) - Radio Version,Capital Punishment,236733,spotify:track:4OhkKmvhjl3yk7JF422GWB,40.0,0.574,0.9,0.0857,0.881,hardcore
90s,12464,44,Montell Jordan,Get It On Tonite,Get It On...Tonite,276224,spotify:track:3ii5VBrIXJXKEVkjx1IAdP,60.0,0.491,0.813,0.0817,0.868,j-dance
90s,12464,62,Mobb Deep,"Shook Ones, Pt. II",The Infamous,325506,spotify:track:33ZXjLCpiINn8eQIDYEPTD,76.0,0.786,0.763,0.0817,0.504,hardcore
random jams,12465,1,Sam Smith,Like I Can,In The Lonely Hour,167065,spotify:track:4iOoHmJJiqyTxsXSa5uELv,0.0,0.683,0.628,0.176,0.462,dance
random jams,12465,5,Jason Derulo,Want to Want Me,Everything Is 4,207719,spotify:track:7oGZAicScQt96OAW4AruYy,1.0,0.643,0.772,0.0705,0.669,dance
random jams,12465,12,Ariana Grande,One Last Time,My Everything,197253,spotify:track:7bJwvubZZaoGE1AGEfu8Fi,83.0,0.593,0.628,0.096,0.104,dance
random jams,12465,15,Andy Grammer,"Honey, I'm Good.",Magazines Or Novels,199263,spotify:track:4MflGTO2ZTcSQ12bWcyRgI,48.0,0.802,0.754,0.335,0.583,rock
random jams,12465,18,Fifth Harmony,Worth It,Reflection,224573,spotify:track:2TRFIQpTqq12xGpFJEr0Ft,64.0,0.78,0.858,0.133,0.602,dance
Rock songs,12466,3,System Of A Down,B.Y.O.B.,Mezmerize,255466,spotify:track:0EYOdF5FCkgOJJla8DI2Md,77.0,0.981,0.538,0.219,0.711,alternative
