playlist_name,playlist_id,pos,artist_name,track_name,album_name,duration_ms,track_uri,popularity,energy,danceability,liveness,valence,track_genre,track_id,release_date,explicit
solid Gold,12356,27,Blue Öyster Cult,Burnin' for You,Fire of Unknown Origin,271000,spotify:track:3fkPMWQ6cBNBLuFcPyMS8s,67,0.728,0.532,0.0849,0.69,blues,3fkPMWQ6cBNBLuFcPyMS8s,,
solid Gold,12356,51,Kansas,Dust in the Wind,Point Of Know Return,206266,spotify:track:6zeE5tKyr8Nu882DQhhSQI,78,0.322,0.475,0.11,0.387,hard-rock,6zeE5tKyr8Nu882DQhhSQI,,
solid Gold,12356,52,The Who,Baba O'Riley,Who's Next,300400,spotify:track:2KmEgiY8fQs0G6WNxtzQKr,76,0.724,0.489,0.287,0.15,blues,2KmEgiY8fQs0G6WNxtzQKr,,
solid Gold,12356,54,Tom Petty and the Heartbreakers,American Girl,Tom Petty & The Heartbreakers,214733,spotify:track:7MRyJPksH3G2cXHN8UKYzP,0,0.823,0.552,0.366,0.775,folk,7MRyJPksH3G2cXHN8UKYzP,,
solid Gold,12356,62,Pearl Jam,Even Flow,Ten,292580,spotify:track:6QewNVIDKdSl8Y3ycuHIei,76,0.944,0.394,0.298,0.265,alt-rock,6QewNVIDKdSl8Y3ycuHIei,1991-08-27,True
solid Gold,12356,63,Pearl Jam,Jeremy,Ten,318226,spotify:track:62nQ8UZVqR2RMvkJHkcO2o,71,0.846,0.285,0.182,0.287,grunge,62nQ8UZVqR2RMvkJHkcO2o,,
solid Gold,12356,67,Don Henley,The Boys Of Summer,Building The Perfect Beast,288733,spotify:track:4gvea7UlDkAvsJBPZAd4oB,1,0.775,0.516,0.21,0.858,country,4gvea7UlDkAvsJBPZAd4oB,,
solid Gold,12356,71,The Rolling Stones,Gimme Shelter,Let It Bleed,270773,spotify:track:1dv3ePjze9tPq2pk8eWJdR,0,0.63,0.634,0.169,0.489,british,1dv3ePjze9tPq2pk8eWJdR,,
solid Gold,12356,72,Jefferson Airplane,White Rabbit,Surrealistic Pillow,150640,spotify:track:4vpeKl0vMGdAXpZiQB2Dtd,72,0.293,0.551,0.0864,0.322,blues,4vpeKl0vMGdAXpZiQB2Dtd,,
solid Gold,12356,73,Bob Dylan,The Times They Are A-Changin',The Times They Are A-Changin',192053,spotify:track:52vA3CYKZqZVdQnzRrdZt6,67,0.396,0.389,0.0828,0.585,folk,52vA3CYKZqZVdQnzRrdZt6,,
solid Gold,12356,86,The Doobie Brothers,Long Train Runnin',The Captain And Me,207266,spotify:track:4nXkbcTj3nyww1cHkw5RAP,72,0.912,0.575,0.0562,0.843,blues,4nXkbcTj3nyww1cHkw5RAP,1973,False
solid Gold,12356,91,Steely Dan,Reelin' In The Years,Can't Buy A Thrill,277266,spotify:track:1I7zHEdDx8Ny5RxzYPqsU2,0,0.758,0.52,0.109,0.706,country,1I7zHEdDx8Ny5RxzYPqsU2,,
solid Gold,12356,97,Bachman-Turner Overdrive,You Ain't Seen Nothing Yet,Not Fragile,237506,spotify:track:0B3hFXFOlbIPt942VGdNfb,72,0.439,0.475,0.223,0.76,blues,0B3hFXFOlbIPt942VGdNfb,,
solid Gold,12356,98,Bachman-Turner Overdrive,Takin' Care Of Business,Bachman-Turner Overdrive II,289893,spotify:track:5Lk0ZGm0xF3EvOg9xXiXcR,0,0.919,0.728,0.152,0.963,blues,5Lk0ZGm0xF3EvOg9xXiXcR,,
solid Gold,12356,101,Ozzy Osbourne,"Mama, I'm Coming Home",No More Tears (Bonus Track Version),251866,spotify:track:0S3gpZzlT9Hb7CCSV2owX7,69,0.656,0.282,0.0892,0.242,hard-rock,0S3gpZzlT9Hb7CCSV2owX7,,
solid Gold,12356,106,Alice In Chains,Man in the Box,Facelift,284426,spotify:track:6gZVQvQZOFpzIy3HblJ20F,75,0.791,0.355,0.0969,0.758,alt-rock,6gZVQvQZOFpzIy3HblJ20F,1990-08-01,True
solid Gold,12356,108,AC/DC,Hells Bells,Back In Black,312293,spotify:track:69QHm3pustz01CJRwdo20z,74,0.873,0.389,0.273,0.303,hard-rock,69QHm3pustz01CJRwdo20z,,
solid Gold,12356,109,ZZ Top,Gimme All Your Lovin',Eliminator,241080,spotify:track:0OBwxFLu6Yj61s2OagYbgY,71,0.788,0.63,0.0883,0.63,blues,0OBwxFLu6Yj61s2OagYbgY,,
solid Gold,12356,110,Thin Lizzy,The Boys Are Back In Town,Jailbreak,266720,spotify:track:43DeSV93pJPT4lCZaWZ6b1,0,0.87,0.457,0.117,0.694,blues,43DeSV93pJPT4lCZaWZ6b1,,
solid Gold,12356,112,Aerosmith,Sweet Emotion,Toys In The Attic,274133,spotify:track:24NwBd5vZ2CK8VOQVnqdxr,74,0.76,0.38,0.104,0.491,hard-rock,24NwBd5vZ2CK8VOQVnqdxr,,
solid Gold,12356,113,The Rolling Stones,Sympathy For The Devil,Beggars Banquet,377746,spotify:track:4sFbojhVXQv7dBC9PVCcRn,1,0.67,0.636,0.0453,0.572,british,4sFbojhVXQv7dBC9PVCcRn,,
solid Gold,12356,115,Steve Miller Band,Fly Like An Eagle,Fly Like An Eagle,282693,spotify:track:3e0FzZjTXOUtiJGSClOBrI,67,0.754,0.561,0.328,0.642,psych-rock,3e0FzZjTXOUtiJGSClOBrI,,
solid Gold,12356,116,Don McLean,American Pie,American Pie,516893,spotify:track:1fDsrQ23eTAVFElUMaf38X,0,0.563,0.461,0.302,0.477,folk,1fDsrQ23eTAVFElUMaf38X,,
solid Gold,12356,117,The Rolling Stones,You Can't Always Get What You Want,Let It Bleed,448720,spotify:track:72WZtWs6V7uu3aMgMmEkYe,68,0.62,0.32,0.253,0.472,british,72WZtWs6V7uu3aMgMmEkYe,,
solid Gold,12356,120,Rod Stewart,Maggie May,Every Picture Tells A Story,350266,spotify:track:2LpirOWiA4eslLRuPpQT7V,1,0.719,0.594,0.124,0.494,rock,2LpirOWiA4eslLRuPpQT7V,,
solid Gold,12356,122,Guns N' Roses,Welcome To The Jungle,Appetite For Destruction,274026,spotify:track:0bVtevEgtDIeRjCJbK3Lmv,80,0.954,0.447,0.298,0.331,hard-rock,0bVtevEgtDIeRjCJbK3Lmv,,
solid Gold,12356,123,Metallica,Turn The Page,Garage Inc.,366466,spotify:track:5WpDQOIHa6ba3rJSay0udr,64,0.813,0.426,0.0937,0.228,hard-rock,5WpDQOIHa6ba3rJSay0udr,,
solid Gold,12356,135,Pearl Jam,Yellow Ledbetter,Jeremy,303586,spotify:track:3bE5slaVEfaDreqARl6k4M,70,0.354,0.504,0.157,0.292,grunge,3bE5slaVEfaDreqARl6k4M,1991,False
solid Gold,12356,138,Temple Of The Dog,Hunger Strike,Temple Of The Dog,246266,spotify:track:0W7AbEauB7cP4pidLclApe,69,0.567,0.373,0.0916,0.298,grunge,0W7AbEauB7cP4pidLclApe,,
Rust,12358,5,Michael Jackson,Man in the Mirror - 2012 Remaster,Bad 25th Anniversary,318680,spotify:track:1kiNatIrwDusOZfR29W0LJ,70,0.812,0.808,0.134,0.269,soul,1kiNatIrwDusOZfR29W0LJ,,
Rust,12358,16,John Mayer,Stop This Train,Continuum,285053,spotify:track:3E6iea9uEmB7gRru4lyP6h,65,0.437,0.619,0.0971,0.408,singer-songwriter,3E6iea9uEmB7gRru4lyP6h,,
Rust,12358,17,Billy Joel,Movin' Out (Anthony's Song),The Stranger (30th Anniversary Legacy Edition),210760,spotify:track:16GUMo6u3D2qo9a19AkYct,67,0.88,0.664,0.0591,0.895,piano,16GUMo6u3D2qo9a19AkYct,,
Rust,12358,24,Yael Naim,New Soul,Yael Naim,225105,spotify:track:6l9HDwqU46DHCuNyvbmFdP,59,0.371,0.582,0.122,0.604,french,6l9HDwqU46DHCuNyvbmFdP,,
Rust,12358,37,Pink Floyd,Breathe (In the Air),The Dark Side of the Moon,169534,spotify:track:2ctvdKmETyOzPb2GiJJT53,71,0.373,0.431,0.143,0.253,psych-rock,2ctvdKmETyOzPb2GiJJT53,,
Rust,12358,38,Pink Floyd,Us and Them,The Dark Side of the Moon,469224,spotify:track:1TKTiKp3zbNgrBH2IwSwIx,66,0.302,0.357,0.634,0.135,psych-rock,1TKTiKp3zbNgrBH2IwSwIx,,
Rust,12358,45,Stephen Sondheim,Being Alive,Company,305017,spotify:track:4GDSnxxtmIyVS4Twl7Y7UB,47,0.414,0.366,0.0671,0.15,show-tunes,4GDSnxxtmIyVS4Twl7Y7UB,,
Rust,12358,69,Keane,Somewhere Only We Know,Hopes And Fears,237146,spotify:track:1SKPmfSYaPsETbRHaiA18G,85,0.665,0.448,0.0828,0.304,piano,1SKPmfSYaPsETbRHaiA18G,,
Rust,12358,79,Arctic Monkeys,Fluorescent Adolescent,Favourite Worst Nightmare,173493,spotify:track:7e8utCy2JlSB8dRHKi49xM,79,0.828,0.654,0.122,0.79,garage,7e8utCy2JlSB8dRHKi49xM,,
Rust,12358,82,Pink Floyd,The Trial,The Wall,318846,spotify:track:1UMXtudajhlocMzXVSngDU,52,0.37,0.414,0.211,0.33,psych-rock,1UMXtudajhlocMzXVSngDU,,
Rust,12358,90,Red Hot Chili Peppers,Californication,Californication,329733,spotify:track:48UPSzbZjgc449aqz8bxox,2,0.765,0.592,0.127,0.327,alt-rock,48UPSzbZjgc449aqz8bxox,1999-06-08,False
Rust,12358,98,Pink Floyd,The Happiest Days of Our Lives,The Wall,110826,spotify:track:2O3l4X1yTua8oMMCtazkyo,59,0.231,0.74,0.249,0.546,psych-rock,2O3l4X1yTua8oMMCtazkyo,,
easy,12359,31,Sharon Van Etten,Every Time the Sun Comes Up,Are We There,262520,spotify:track:0auq2Wzn9jg2uK1kKFbNkR,60,0.522,0.663,0.197,0.301,j-rock,0auq2Wzn9jg2uK1kKFbNkR,,
???,12360,21,Charlie Puth,Attention,Attention,211475,spotify:track:4iLqG9SeJSnt0cSPICSjxv,83,0.613,0.775,0.134,0.797,dance,4iLqG9SeJSnt0cSPICSjxv,,
Ellie Goulding,12361,0,Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Delirium,252534,spotify:track:3zHq9ouUJQFQRf3cm1rRLu,79,0.606,0.262,0.125,0.275,dance,3zHq9ouUJQFQRf3cm1rRLu,,
Ellie Goulding,12361,4,Ellie Goulding,Lights - Single Version,Bright Lights,210853,spotify:track:2bRXehD283NioREYxlohc4,0,0.802,0.681,0.127,0.791,dance,2bRXehD283NioREYxlohc4,,
spring break,12363,9,Icona Pop,Emergency,Emergency,169617,spotify:track:6sKAs2tdtTVTO2U0IgJAur,56,0.969,0.834,0.0635,0.928,synth-pop,6sKAs2tdtTVTO2U0IgJAur,,
spring break,12363,15,Milky Chance,Down By The River,Sadnecessary,241052,spotify:track:7HNpXPaTcX5CoNBjTAEWBr,66,0.695,0.687,0.109,0.453,german,7HNpXPaTcX5CoNBjTAEWBr,,
spring break,12363,16,Milky Chance,Flashed Junk Mind,Sadnecessary,262000,spotify:track:5mpLcXEsk3jjzLFGuNKk5I,66,0.84,0.84,0.114,0.904,german,5mpLcXEsk3jjzLFGuNKk5I,,
spring break,12363,19,Daya,"Sit Still, Look Pretty","Sit Still, Look Pretty",202226,spotify:track:2DpCdPMg1BADE4HDnxt3Rd,63,0.787,0.655,0.178,0.554,dance,2DpCdPMg1BADE4HDnxt3Rd,,
Tech,12364,0,The Prodigy,Spitfire,"Always Outnumbered, Never Outgunned",308360,spotify:track:5hvegt2rnsuCMhDOXkPffC,53,0.924,0.563,0.0352,0.26,breakbeat,5hvegt2rnsuCMhDOXkPffC,,
Tech,12364,1,Carbon Based Lifeforms,Interloper,Interloper,386936,spotify:track:5dZu9qegz7rPiSWcMpygT6,43,0.462,0.522,0.11,0.104,ambient,5dZu9qegz7rPiSWcMpygT6,,
Tech,12364,6,deadmau5,Strobe - Radio Edit,Strobe,212066,spotify:track:0DIekYoiwwr1kkTUGmQlSL,53,0.706,0.649,0.163,0.0736,electronic,0DIekYoiwwr1kkTUGmQlSL,,
Tech,12364,7,deadmau5,Strobe,For Lack of a Better Name,637080,spotify:track:0YchKPFRbVwwO4dH5hKrRi,45,0.524,0.436,0.114,0.0365,electronic,0YchKPFRbVwwO4dH5hKrRi,,
Tech,12364,31,Hans Zimmer,Dream Is Collapsing,Inception,143800,spotify:track:5xKVYMxOHB2XRLCUafFrz6,56,0.433,0.518,0.42,0.0892,german,5xKVYMxOHB2XRLCUafFrz6,,
Tech,12364,40,Hans Zimmer,Why Do We Fall?,The Dark Knight Rises,122920,spotify:track:5yuXdw2gb5bV4MXngcfvN6,55,0.419,0.248,0.284,0.0349,german,5yuXdw2gb5bV4MXngcfvN6,,
Tech,12364,42,Hans Zimmer,Gotham's Reckoning,The Dark Knight Rises,247480,spotify:track:6wH5EKnvBwwi0TkrdY1qfc,49,0.379,0.582,0.146,0.0661,german,6wH5EKnvBwwi0TkrdY1qfc,,
sad vibes,12365,2,Arctic Monkeys,Knee Socks,AM,257563,spotify:track:56fZFRtOSMIMyVh0ZIF0AT,76,0.542,0.665,0.342,0.587,garage,56fZFRtOSMIMyVh0ZIF0AT,,
sad vibes,12365,12,Cage The Elephant,Cigarette Daydreams,Melophobia,208760,spotify:track:2tznHmp70DxMyr2XhWLOW0,79,0.676,0.636,0.0831,0.273,blues,2tznHmp70DxMyr2XhWLOW0,,
sleep,12366,18,Ingrid Michaelson,Keep Breathing,Be OK,205586,spotify:track:1ILohAFQXEIWBqOg9ibCDI,54,0.308,0.52,0.115,0.187,acoustic,1ILohAFQXEIWBqOg9ibCDI,,
sleep,12366,26,Sara Bareilles,Breathe Again,Kaleidoscope Heart,298280,spotify:track:0UgmLwOrTeOCUNwV07a5AD,51,0.482,0.366,0.117,0.278,acoustic,0UgmLwOrTeOCUNwV07a5AD,,
alt,12367,1,Nirvana,Smells Like Teen Spirit,Nevermind,301920,spotify:track:5ghIJDpPoe3CfHMGu71E6T,83,0.912,0.502,0.106,0.72,alt-rock,5ghIJDpPoe3CfHMGu71E6T,,
alt,12367,2,Arctic Monkeys,R U Mine?,AM,201726,spotify:track:29tzJGvqJPTAFs6LXmsHoA,83,0.758,0.288,0.303,0.619,garage,29tzJGvqJPTAFs6LXmsHoA,,
alt,12367,3,Arctic Monkeys,Why'd You Only Call Me When You're High?,AM,161123,spotify:track:48q0vSHcJdhK3IiXH8C5WJ,88,0.631,0.691,0.104,0.8,garage,48q0vSHcJdhK3IiXH8C5WJ,,
alt,12367,4,Arctic Monkeys,Do I Wanna Know?,AM,272394,spotify:track:3rq5w4bQGigXOfdN30ATJt,88,0.532,0.548,0.217,0.405,garage,3rq5w4bQGigXOfdN30ATJt,,
alt,12367,5,The Killers,Mr. Brightside,Hot Fuss,222586,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,2,0.931,0.344,0.0903,0.251,alt-rock,7oK9VyNzrYvRFo7nQEYkWN,,
alt,12367,6,The Killers,Somebody Told Me,Hot Fuss,197160,spotify:track:7HGTkn2aX7MNdKs7nV2xBt,0,0.981,0.508,0.0555,0.746,alt-rock,7HGTkn2aX7MNdKs7nV2xBt,,
alt,12367,9,The Offspring,"You're Gonna Go Far, Kid","Rise And Fall, Rage And Grace",177826,spotify:track:6TfBA04WJ3X1d1wXhaCFVT,81,0.917,0.55,0.197,0.601,alt-rock,6TfBA04WJ3X1d1wXhaCFVT,2008-06-17,True
alt,12367,10,The Verve,Bitter Sweet Symphony,Urban Hymns,357266,spotify:track:3Z9PJ6xiEGmcqo2hESEB5n,80,0.917,0.356,0.406,0.518,alt-rock,3Z9PJ6xiEGmcqo2hESEB5n,,
alt,12367,12,Semisonic,Closing Time,Feeling Strangely Fine,273533,spotify:track:4EnkwZd0UJAuHpNMMemQaA,0,0.854,0.478,0.115,0.274,alt-rock,4EnkwZd0UJAuHpNMMemQaA,,
alt,12367,13,WALK THE MOON,Shut Up and Dance,TALKING IS HARD,199080,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,83,0.866,0.578,0.257,0.619,alt-rock,4kbj5MwxO1bq9wjT5g9HaA,2014-12-02,False
alt,12367,14,X Ambassadors,Unsteady,VHS,193546,spotify:track:7lGKEWMXVWWTt3X71Bv44I,74,0.665,0.389,0.116,0.199,alt-rock,7lGKEWMXVWWTt3X71Bv44I,2015-06-30,False
alt,12367,16,Finger Eleven,Paralyzer,Them Vs. You Vs. Me,208106,spotify:track:28IEbk5a7twNTbUEvWslUb,75,0.939,0.644,0.233,0.861,grunge,28IEbk5a7twNTbUEvWslUb,2007-01-01,False
alt,12367,18,Of Monsters and Men,Little Talks,My Head Is An Animal,266600,spotify:track:2ihCaVdNZmnHZWt0fvAM7B,0,0.76,0.446,0.319,0.346,folk,2ihCaVdNZmnHZWt0fvAM7B,2012-01-01,False
alt,12367,19,Of Monsters and Men,Dirty Paws,My Head Is An Animal,278373,spotify:track:5g7rJvWYVrloJZwKiShqlS,70,0.649,0.359,0.0555,0.133,folk,5g7rJvWYVrloJZwKiShqlS,2012-01-01,False
alt,12367,20,The Lumineers,Ho Hey,The Lumineers,161226,spotify:track:1jdNcAD8Ir58RlsdGjJJdx,79,0.471,0.682,0.0908,0.421,folk,1jdNcAD8Ir58RlsdGjJJdx,,
alt,12367,23,The White Stripes,Seven Nation Army,Elephant,231800,spotify:track:1jNOi6m3Hn8nLEeHCp5Msr,84,0.446,0.743,0.337,0.278,alt-rock,1jNOi6m3Hn8nLEeHCp5Msr,,
alt,12367,38,MGMT,Kids,Oracular Spectacular/Congratulations,302840,spotify:track:5QldjuXcxplhjjUqLrzl6H,78,0.931,0.451,0.361,0.172,alt-rock,5QldjuXcxplhjjUqLrzl6H,,
alt,12367,41,Fall Out Boy,"Sugar, We're Goin Down",From Under The Cork Tree,229093,spotify:track:2TfSHkHiFO4gRztVIkggkE,2,0.887,0.5,0.114,0.631,emo,2TfSHkHiFO4gRztVIkggkE,,
alt,12367,42,The All-American Rejects,Gives You Hell,When The World Comes Down,213106,spotify:track:6ihL9TjfRjadfEePzXXyVF,0,0.675,0.725,0.0537,0.595,punk-rock,6ihL9TjfRjadfEePzXXyVF,,
alt,12367,46,Paramore,Ain't It Fun,Paramore,296520,spotify:track:1j8z4TTjJ1YOdoFEDwJTQa,1,0.893,0.606,0.021,0.671,emo,1j8z4TTjJ1YOdoFEDwJTQa,,
alt,12367,48,Neon Trees,Everybody Talks,Picture Show,177280,spotify:track:2iUmqdfGZcHIhS3b9E9EWq,80,0.924,0.471,0.313,0.725,alt-rock,2iUmqdfGZcHIhS3b9E9EWq,,
alt,12367,49,3 Doors Down,Kryptonite,The Better Life,233826,spotify:track:6ZOBP3NvffbU4SZcrnt1k6,0,0.848,0.544,0.134,0.489,alt-rock,6ZOBP3NvffbU4SZcrnt1k6,2000,False
alt,12367,52,Red Hot Chili Peppers,Californication,Californication,329733,spotify:track:48UPSzbZjgc449aqz8bxox,2,0.765,0.592,0.127,0.327,alt-rock,48UPSzbZjgc449aqz8bxox,1999-06-08,False
alt,12367,53,Red Hot Chili Peppers,Otherside,Californication,255373,spotify:track:64BbK9SFKH2jk86U3dGj2P,80,0.795,0.458,0.0756,0.513,alt-rock,64BbK9SFKH2jk86U3dGj2P,1999-06-08,False
alt,12367,54,Red Hot Chili Peppers,Can't Stop,By The Way,269000,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,82,0.938,0.618,0.167,0.875,alt-rock,3ZOEytgrvLwQaqXreDs2Jx,2002-07-09,False
alt,12367,56,The Offspring,Self Esteem,Greatest Hits,257760,spotify:track:6EsBn1Md8C5YdbCzvwvZq8,77,0.862,0.488,0.359,0.706,punk-rock,6EsBn1Md8C5YdbCzvwvZq8,,
alt,12367,59,M83,Midnight City,"Hurry Up, We're Dreaming",241440,spotify:track:1eyzqe2QqGZUmfcPZtrIyt,76,0.729,0.507,0.0658,0.272,french,1eyzqe2QqGZUmfcPZtrIyt,,
alt,12367,60,Tom Petty,Free Fallin',Full Moon Fever,256000,spotify:track:5tVA6TkbaAH9QMITTQRrNv,0,0.504,0.619,0.06,0.568,folk,5tVA6TkbaAH9QMITTQRrNv,1989-01-01,False
alt,12367,63,Peter Bjorn and John,Young Folks,Writer's Block,276693,spotify:track:4dyx5SzxPPaD8xQIid5Wjj,76,0.812,0.699,0.105,0.662,alt-rock,4dyx5SzxPPaD8xQIid5Wjj,2006-01-01,False
alt,12367,64,Saint Motel,My Type,My Type,206393,spotify:track:7rqyZM53JpYj86avtfmyeg,70,0.896,0.595,0.0748,0.567,alt-rock,7rqyZM53JpYj86avtfmyeg,,
alt,12367,71,The Kooks,Naive,Inside In / Inside Out,203506,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,1,0.818,0.564,0.0402,0.712,indie,7BHPGtpuuWWsvE7cCaMuEU,,
alt,12367,74,The Lumineers,Ophelia,Cleopatra,160106,spotify:track:6ZYS6QQxTLsQ6IFXdVx1r4,79,0.573,0.664,0.0857,0.566,folk,6ZYS6QQxTLsQ6IFXdVx1r4,,
alt,12367,75,The Strokes,Last Nite,Is This It,193506,spotify:track:7kzKAuUzOITUauHAhoMoxA,74,0.91,0.624,0.0789,0.767,alt-rock,7kzKAuUzOITUauHAhoMoxA,2001-07-30,False
alt,12367,77,Weezer,Island In The Sun,Weezer (Green Album),200306,spotify:track:2MLHyLy5z5l5YRp7momlgw,1,0.794,0.654,0.165,0.678,alt-rock,2MLHyLy5z5l5YRp7momlgw,2001-05-15,False
alt,12367,80,Mumford & Sons,Little Lion Man,Sigh No More,245173,spotify:track:6b5rA9rthDbZDOQp9UbOgl,68,0.492,0.517,0.0873,0.455,folk,6b5rA9rthDbZDOQp9UbOgl,,
alt,12367,83,X Ambassadors,Renegades,VHS,195199,spotify:track:46GGxd8TVRt6FjUBfCavVT,76,0.862,0.526,0.229,0.528,alt-rock,46GGxd8TVRt6FjUBfCavVT,,
alt,12367,85,Fitz and The Tantrums,HandClap,Fitz and The Tantrums,193253,spotify:track:7j56HrjR9cGzvekvZY3Faz,0,0.836,0.634,0.0828,0.715,alt-rock,7j56HrjR9cGzvekvZY3Faz,,
alt,12367,86,The Killers,When You Were Young,Sam's Town,220426,spotify:track:70wYA8oYHoMzhRRkARoMhU,5,0.976,0.441,0.298,0.248,alt-rock,70wYA8oYHoMzhRRkARoMhU,2006-09-27,False
alt,12367,87,BØRNS,Electric Love,Dopamine,218106,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,82,0.797,0.611,0.26,0.518,rock,2GiJYvgVaD2HtM8GqD9EgQ,,
alt,12367,88,CHVRCHES,The Mother We Share,The Bones Of What You Believe,190160,spotify:track:3PvzvltQZLIKk9YgoMP3Yq,51,0.722,0.462,0.127,0.327,synth-pop,3PvzvltQZLIKk9YgoMP3Yq,,
alt,12367,89,The Neighbourhood,Sweater Weather,I Love You.,240400,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,93,0.807,0.612,0.101,0.398,alt-rock,2QjOHCTQ1Jl3zawyYOpxh6,2013-04-22,False
alt,12367,90,The All-American Rejects,Move Along,Move Along,238880,spotify:track:2l57cfmCnOkwNX1tky02n1,61,0.92,0.526,0.371,0.615,punk-rock,2l57cfmCnOkwNX1tky02n1,,
alt,12367,91,Nirvana,Lithium,Nevermind,257053,spotify:track:2YodwKJnbPyNKe8XXSE9V7,73,0.656,0.678,0.0631,0.485,alt-rock,2YodwKJnbPyNKe8XXSE9V7,,
alt,12367,93,AC/DC,Back In Black,Back In Black,255493,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,85,0.7,0.31,0.0828,0.763,hard-rock,08mG3Y1vljYA6bvDt4Wqkj,,
alt,12367,99,Cage The Elephant,Cigarette Daydreams,Melophobia,208760,spotify:track:2tznHmp70DxMyr2XhWLOW0,79,0.676,0.636,0.0831,0.273,blues,2tznHmp70DxMyr2XhWLOW0,,
alt,12367,101,Bag Raiders,Shooting Stars,Bag Raiders,235813,spotify:track:0UeYCHOETPfai02uskjJ3x,67,0.72,0.636,0.0868,0.425,disco,0UeYCHOETPfai02uskjJ3x,,
alt,12367,102,Mat Kearney,Ships In The Night,Young Love,255893,spotify:track:0RUXHlYhA057fCOe2vqIqu,44,0.885,0.448,0.0476,0.134,acoustic,0RUXHlYhA057fCOe2vqIqu,,
alt,12367,105,The Strumbellas,Spirits,Hope,203653,spotify:track:2H6dHxAxGq5oQ9EiinNpXT,63,0.657,0.556,0.113,0.79,folk,2H6dHxAxGq5oQ9EiinNpXT,,
alt,12367,107,George Ezra,Budapest,Wanted On Voyage,200720,spotify:track:7GJClzimvMSghjcrKxuf1M,79,0.455,0.717,0.11,0.389,folk,7GJClzimvMSghjcrKxuf1M,,
alt,12367,108,The Neighbourhood,Sweater Weather,I Love You.,240400,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,93,0.807,0.612,0.101,0.398,alt-rock,2QjOHCTQ1Jl3zawyYOpxh6,2013-04-22,False
alt,12367,109,John Mayer,Slow Dancing in a Burning Room,Continuum,242000,spotify:track:2jdAk8ATWIL3dwT47XpRfu,74,0.361,0.667,0.0805,0.29,singer-songwriter,2jdAk8ATWIL3dwT47XpRfu,,
Ivy,12368,0,Frank Ocean,Ivy,Blonde,249191,spotify:track:2ZWlPOoWh0626oTaHrnl2a,81,0.386,0.575,0.229,0.466,soul,2ZWlPOoWh0626oTaHrnl2a,2016-08-20,True
Ivy,12368,2,Frank Ocean,Pink + White,Blonde,184516,spotify:track:3xKsf9qdS1CyvXSMEid6g8,85,0.545,0.545,0.417,0.549,soul,3xKsf9qdS1CyvXSMEid6g8,2016-08-20,False
Ivy,12368,6,Frank Ocean,White Ferrari,Blonde,248807,spotify:track:2LMkwUfqC6S6s6qDVlEuzV,79,0.0958,0.501,0.298,0.204,soul,2LMkwUfqC6S6s6qDVlEuzV,2016-08-20,False
Ivy,12368,10,Cigarettes After Sex,K.,Cigarettes After Sex,319560,spotify:track:7LX4aXtvImhdgUHQBlo8Kp,78,0.4,0.454,0.137,0.327,ambient,7LX4aXtvImhdgUHQBlo8Kp,,
Ivy,12368,16,Frank Ocean,Forrest Gump,channel ORANGE,194840,spotify:track:4YZbVct8l9MnAVIROnLQdx,69,0.417,0.701,0.375,0.186,soul,4YZbVct8l9MnAVIROnLQdx,,
Ivy,12368,32,Frank Ocean,Thinkin Bout You,channel ORANGE,200746,spotify:track:7DfFc7a6Rwfi3YQMRbDMau,78,0.339,0.721,0.0973,0.2,soul,7DfFc7a6Rwfi3YQMRbDMau,2012-07-10,False
Ivy,12368,40,Frank Ocean,Nikes,Blonde,314075,spotify:track:19YKaevk2bce4odJkP5L22,72,0.395,0.633,0.108,0.123,soul,19YKaevk2bce4odJkP5L22,,
KPOP,12370,4,BTS,BTS Cypher 4,Wings,294463,spotify:track:1QWxddJmOhQb1vDdyTipMR,66,0.797,0.817,0.0551,0.361,k-pop,1QWxddJmOhQb1vDdyTipMR,,
KPOP,12370,5,BTS,Blood Sweat & Tears,Wings,217051,spotify:track:5RGf8qn1TBWVplLyyKUsuV,75,0.885,0.584,0.357,0.605,k-pop,5RGf8qn1TBWVplLyyKUsuV,,
KPOP,12370,11,BTS,We Are Bulletproof Pt.2,2 Cool 4 Skool,225359,spotify:track:2Kspa0jD2MSkaEdonf4Cnb,63,0.95,0.753,0.134,0.868,k-pop,2Kspa0jD2MSkaEdonf4Cnb,,
KPOP,12370,14,BTS,Outro: Wings,You Never Walk Alone,225446,spotify:track:1yEzWCIc2MUt9Fw1p25YUo,66,0.903,0.651,0.0875,0.658,k-pop,1yEzWCIc2MUt9Fw1p25YUo,,
KPOP,12370,15,BTS,Blood Sweat & Tears,Wings,217051,spotify:track:5RGf8qn1TBWVplLyyKUsuV,75,0.885,0.584,0.357,0.605,k-pop,5RGf8qn1TBWVplLyyKUsuV,,
